190;18;24
191;18;24
191;18;24
193;18;52
190;18;52
192;18;52
197;18;108
198;18;108
196;18;108
208;18;220
206;18;220
205;18;220
221;19;444
219;19;444
244;19;444
245;20;892
242;20;892
241;20;892
275;22;1788
285;22;1788
281;22;1788
307;24;3580
315;24;3580
331;24;3580
354;30;7164
346;30;7164
347;29;7164
434;32;14332
426;32;14332
428;32;14332
564;35;28668
566;35;28668
562;35;28668
840;38;57340
841;38;57340
828;38;57340
1227;38;114684
1234;38;114684
1258;38;114684
1741;69;229372
1697;69;229372
1728;69;229372
2341;69;458748
2329;69;458748
2348;69;458748
3698;134;917500
3561;69;917500
3595;134;917500
6032;69;1835004
6319;134;1835004
6341;69;1835004
11361;134;3670012
11425;134;3670012
11374;134;3670012
22016;134;7340028
22497;87;7340028
21942;134;7340028
42916;134;14680060
42640;134;14680060
42920;134;14680060
88583;142;29360124
83115;158;29360124
85386;126;29360124
167598;181;58720252
