0;0
1;0
1;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
1;0
0;0
0;0
1;0
1;0
0;0
1;0
1;0
1;0
1;0
1;0
0;0
1;1
2;1
2;1
3;2
3;2
3;2
6;4
5;4
6;4
14;8
13;8
13;8
24;16
25;16
25;16
48;32
48;32
49;32
99;33
100;32
100;31
208;30
204;28
205;26
412;24
412;28
417;28
833;28
825;27
829;23
1669;28
1669;30
1668;34
3382;34
3376;29
3392;28
6881;35
7009;40
7098;36
14057;39
14085;48
14098;51
29017;42
28911;42
29379;82
58582;100
58759;40
58512;38
118831;106
118822;70
118944;49
241809;111
